PLAN_ID,BENEFIT_NAME,BENEFIT_GRP,PPT_Flag,PRODCODE,ARO_PC,TYPE,TYPE2,TYPE3,MinAge,MaxAge,MinTerm,MaxTerm,Minppt,Maxppt,MaxMatAge,MinMatAge,MinPrem,MaxPrem,MinSA,MaxSA,MapTo,DBOPT,Count,RE_CODE,FA_Zero,UIN_IND,NO_UIN_IND,DBO,VAL_METHOD,Revival_Period,Post_2013_Ind,ROP_IND,Payout_opt
USMVRF,Max Vijay Rajat-Fund,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,0,0,1,0,12,0,0,0
USMVRP,Max Vijay Rajat-Premium,0,1,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,1,0,0,1,0,12,0,0,0
USMVRR,Max Vijay Rajat-Risk,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,0,0,0,1,0,12,0,0,0
USMVRX,Max Vijay Rajat-Rider,0,1,USHKTI,USHKTI_Rider,Universal,Rider,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,1,17,1,0,12,0,0,0
USMVHF,Max Vijay Heera-Fund,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,0,0,1,0,12,0,0,0
USMVHP,Max Vijay Heera-Premium,0,1,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,1,0,0,1,0,12,0,0,0
USMVHR,Max Vijay Heera-Risk,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,0,0,0,1,0,12,0,0,0
USMVHX,Max Vijay Heera-Rider,0,1,USHKTI,USHKTI_Rider,Universal,Rider,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,1,17,1,0,12,0,0,0
USMVSF,Max Vijay Swarna-Fund,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,0,0,1,0,12,0,0,0
USMVSP,Max Vijay Swarna-Premium,0,1,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,1,0,0,1,0,12,0,0,0
USMVSR,Max Vijay Swarna-Risk,0,0,USHKTI,USHKTI,Universal,Plan,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,0,0,0,0,0,1,0,12,0,0,0
USMVSX,Max Vijay Swarna-Rider,0,1,USHKTI,USHKTI_Rider,Universal,Rider,NPAR Protection,10,50,10,10,0,100,60,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,1,17,1,0,12,0,0,0
TNPP,MNYL Platinum Protect,Platinum Protect,1,C_PLTP,C_PLTP,NPAR,Plan,NPAR Protection,18,60,10,30,10,30,75,28,5000,9999999999,2500000,99999999999,C_PLTP,99,0,0,0,0,0,1,0,0,0,0,0
ULSIFV,MNYL Shubh Invest-Fund,Shubh Invest,0,U_SHIN,U_SHIN,UL,Plan,UL,21,50,15,15,15,15,65,36,0,9999999999,0,99999999999,U_SHIN,99,1,0,0,0,0,1,0,24,0,0,0
ULSIPE,MNYL Shubh Invest-Premium,Shubh Invest,1,U_SHIN,U_SHIN,UL,Plan,UL,21,50,15,15,15,15,65,36,15000,24000,0,99999999999,U_SHIN,99,0,0,1,0,0,1,0,24,0,0,0
ULSIRE,MNYL Shubh Invest-Risk,Shubh Invest,0,U_SHIN,U_SHIN,UL,Plan,UL,21,50,15,15,15,15,65,36,0,9999999999,0,99999999999,U_SHIN,99,0,0,0,0,0,1,0,24,0,0,0
ULSLDD,MNYL Shubh Invest-DD Rider,MNYL Shubh Invest-DD Rider,1,UGDD_R,UGDD_R,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,UGDD_R,99,1,0,0,2,70,1,0,36,0,0,0
UIHAD,Personal Accident Benefit Rider_New(Pr Driven),Personal Accident Benefit Rider_New(Pr Driven),1,UGADBR,UGADBR,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,4000000,UGADBR,99,1,0,0,1,27,1,0,36,0,0,0
UIESFV,MNYL-Shiksha Plus-Fund,Shiksha Plus_2,0,USHKV2,USHKV2,UL,Plan,UL,21,50,15,20,15,20,65,36,0,9999999999,0,99999999999,USHKV2,99,1,0,0,0,0,1,0,24,0,0,0
UIESPE,MNYL-Shiksha Plus-Premium,Shiksha Plus_2,1,USHKV2,USHKV2,UL,Plan,UL,21,50,15,20,15,20,65,36,24000,9999999999,0,99999999999,USHKV2,99,0,0,1,0,0,1,0,24,0,0,0
UIESRE,MNYL-Shiksha Plus-Risk,Shiksha Plus_2,0,USHKV2,USHKV2,UL,Plan,UL,21,50,15,20,15,20,65,36,0,9999999999,480000,99999999999,USHKV2,99,0,0,0,0,0,1,0,24,0,0,0
UIESWP,MNYL-Shiksha Plus-WOP,0,1,U_SWOP,U_SWOP,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,2,71,1,0,36,0,0,0
UIESF5,MNYL-Shiksha Plus-Fund-5Pay,Shiksha Plus_2,0,USHKV2,USHKV2,UL,Plan,UL,21,55,10,10,5,5,65,31,0,9999999999,0,99999999999,USHKV2,99,1,0,0,0,0,1,0,24,0,0,0
UIESP5,MNYL-Shiksha Plus-Premium-5Pay,Shiksha Plus_2,1,USHKV2,USHKV2,UL,Plan,UL,21,55,10,10,5,5,65,31,50000,9999999999,0,99999999999,USHKV2,99,0,0,1,0,0,1,0,24,0,0,0
UIESR5,MNYL-Shiksha Plus-Risk-5Pay,Shiksha Plus_2,0,USHKV2,USHKV2,UL,Plan,UL,21,55,10,10,5,5,65,31,0,9999999999,1000000,99999999999,USHKV2,99,0,0,0,0,0,1,0,24,0,0,0
UIESW5,MNYL-Shiksha Plus-WOP-5Pay,0,1,U_SWOP,U_SWOP,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,U_SWOP,99,1,0,0,2,72,1,0,36,0,0,0
UIHDD,Dread Disease Rider_New(Pr Driven),Dread Disease Rider_New(Pr Driven),1,UGDD_R,UGDD_R,UL,Rider,UL,0,100,0,100,0,100,100,0,0,9999999999,0,99999999999,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
EN10S,MNYL Smart Bond,Smart Bond,1,C_SMB_,C_SMB_,NPAR,Plan,NPAR Savings,0,55,10,10,1,1,65,10,25000,1000000,50000,5000000,C_SMB_,99,1,0,0,0,0,1,0,0,0,0,0
VP00L,Waiver Of Premium Rider (Par)(Amsure),Waiver Of Premium Rider (Par),1,CR_WPL,C_PPWR,PAR,Rider,Par,20,55,5,42,5,42,60,23,0,9999999999,0,99999999999,NA,99,99,0,0,2,73,1,0,36,0,0,0
UFBF5,MNYL Flexi Fortune (5 Pay)(Fund),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,10,10,5,5,60,17,0,99999999999,0,99999999999,U_FFLI,99,1,0,0,0,0,1,0,24,0,0,0
UFBR5,MNYL Flexi Fortune (5 Pay)(Risk),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,10,10,5,5,60,17,0,99999999999,240000,99999999999,U_FFLI,99,0,0,0,0,0,1,0,24,0,0,0
UFBP5,MNYL Flexi Fortune (5 Pay)(Premium),Flexi Fortune,1,U_FFLI,U_FFLI,UL,Plan,UL,7,50,10,10,5,5,60,17,50000,100000,0,99999999999,U_FFLI,99,0,0,1,0,0,1,0,24,0,0,0
UFBF10,MNYL Flexi Fortune (10 Pay)(Fund),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,15,15,10,10,65,22,0,99999999999,0,99999999999,U_FFLI,99,1,0,0,0,0,1,0,24,0,0,0
UFBR10,MNYL Flexi Fortune (10 Pay)(Risk),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,15,15,10,10,65,22,0,99999999999,240000,99999999999,U_FFLI,99,0,0,0,0,0,1,0,24,0,0,0
UFBP10,MNYL Flexi Fortune (10 Pay)(Premium),Flexi Fortune,1,U_FFLI,U_FFLI,UL,Plan,UL,7,50,15,15,10,10,65,22,24000,100000,0,99999999999,U_FFLI,99,0,0,1,0,0,1,0,24,0,0,0
UFBF15,MNYL Flexi Fortune (15 Pay)(Fund),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,20,20,15,15,70,27,0,99999999999,0,99999999999,U_FFLI,99,1,0,0,0,0,1,0,24,0,0,0
UFBR15,MNYL Flexi Fortune (15 Pay)(Risk),Flexi Fortune,0,U_FFLI,U_FFLI,UL,Plan,UL,7,50,20,20,15,15,70,27,0,99999999999,240000,99999999999,U_FFLI,99,0,0,0,0,0,1,0,24,0,0,0
UFBP15,MNYL Flexi Fortune (15 Pay)(Premium),Flexi Fortune,1,U_FFLI,U_FFLI,UL,Plan,UL,7,50,20,20,15,15,70,27,24000,100000,0,99999999999,U_FFLI,99,0,0,1,0,0,1,0,24,0,0,0
UFBDD,DD Rider Flexi Fortune(Pr Driven),DD Rider Flexi Fortune(Pr Driven),0,UGDD_R,UGDD_R,UL,Rider,UL,7,50,0,100,0,100,60,0,0,9999999999,240000,1000000,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
UFBAD,PAB Rider Flexi Fortune(Pr Driven),PAB Rider Flexi Fortune(Pr Driven),0,UGADBR,UGADBR,UL,Rider,UL,7,50,0,100,0,100,60,0,0,9999999999,240000,4000000,UGADBR,99,1,0,0,1,27,1,0,36,0,0,0
TPCMB,MNYL College Money Back Plan,College Money Back Plan,1,C_PMBP,C_PMBP,PAR,Plan,Par,0,8,13,21,10,18,21,13,7378,9999999999,100000,99999999999,C_PMBP,99,1,0,0,0,0,1,0,36,0,0,0
UHNP10,MNYL Fast Track Premium (10 Pay),Fast Track,1,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,10,10,70,40,100000,9999999999,0,99999999999,U_FSTR,99,0,0,1,0,0,1,0,24,0,0,0
UHNIP5,MNYL Fast Track Premium (5 Pay),Fast Track,1,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,5,5,70,40,100000,9999999999,0,99999999999,U_FSTR,99,0,0,1,0,0,1,0,24,0,0,0
UHNIPS,MNYL Fast Track Premium (Single),Fast Track,1,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,1,1,70,40,100000,9999999999,0,99999999999,U_FSTR,99,0,0,1,0,0,1,0,24,0,0,0
UHNR10,MNYL Fast Track Risk (10 Pay),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,10,10,70,40,0,9999999999,1000000,99999999999,U_FSTR,99,0,0,0,0,0,1,0,24,0,0,0
UHNIR5,MNYL Fast Track Risk (5 Pay),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,5,5,70,40,0,9999999999,1000000,99999999999,U_FSTR,99,0,0,0,0,0,1,0,24,0,0,0
UHNIRS,MNYL Fast Track Risk (Single),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,1,1,70,40,0,9999999999,125000,99999999999,U_FSTR,99,0,0,0,0,0,1,0,24,0,0,0
UHNF10,MNYL Fast Track Fund (10 Pay),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,10,10,70,40,0,9999999999,0,99999999999,U_FSTR,99,1,0,0,0,0,1,0,24,0,0,0
UHNIF5,MNYL Fast Track Fund (5 Pay),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,5,5,70,40,0,9999999999,0,99999999999,U_FSTR,99,1,0,0,0,0,1,0,24,0,0,0
UHNIFS,MNYL Fast Track Fund (Single),Fast Track,0,U_FSTR,U_FSTR,UL,Plan,UL,30,60,10,20,1,1,70,40,0,9999999999,0,99999999999,U_FSTR,99,1,0,0,0,0,1,0,24,0,0,0
UAPFV,MNYL Top Gear,Top Gear,0,U_TPGR,U_TPGR,UL,Plan,UL,0,60,10,25,1,1,70,18,0,9999999999,0,99999999999,U_TPGR,99,1,0,0,0,0,1,0,24,0,0,0
UAPFR,MNYL Top Gear Risk,Top Gear,0,U_TPGR,U_TPGR,UL,Plan,UL,0,60,10,25,1,1,70,18,25000,9999999999,31250,99999999999,U_TPGR,99,0,0,0,0,0,1,0,24,0,0,0
UATOP,Max Life Top up Top gear,Top Gear,0,U_TPGR,U_TPGR,UL,Plan,UL,0,60,10,25,1,1,70,18,5000,9999999999,31250,99999999999,U_TPGR,99,0,0,0,0,0,1,0,24,0,0,0
ULHAD,UL ADB Rider,UL ADB Rider,0,UGADBR,UGADBR,UL,Rider,UL,7,55,0,100,0,100,60,0,0,9999999999,100000,4000000,UGADBR,99,1,0,0,1,27,1,0,36,0,0,0
ULHDD,UL DD Rider,UL DD Rider,0,UGDD_R,UGDD_R,UL,Rider,UL,7,50,0,100,0,100,60,0,0,9999999999,100000,1000000,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
TGM6,Guaranteed Monthly Income Plan - 6 Pay,GMIP,1,C_GMIP,C_GMIP,Universal,Plan,NPAR Savings,25,65,16,16,6,6,81,41,0,9999999999,360000,99999999999,C_GMIP,99,1,0,0,0,0,1,0,12,0,0,0
TGM11,Guaranteed Monthly Income Plan - 11 Pay,GMIP,1,C_GMIP,C_GMIP,Universal,Plan,NPAR Savings,25,60,21,21,11,11,81,46,0,9999999999,360000,99999999999,C_GMIP,99,1,0,0,0,0,1,0,12,0,0,0
VPGMI,Guaranteed Monthly Income Plan - waiver of premium rider,Guaranteed Monthly Income Plan - waiver of premium,1,C_GMIP,C_GMIR,Universal,Rider,NPAR Savings,25,65,16,21,6,11,71,31,0,9999999999,0,99999999999,C_GMIP,99,99,0,0,2,74,1,0,30,0,0,0
TNMBP,Term return of premium,Premium Return Term Plan,1,C_NTRP,C_NTRP,NPAR,Plan,NPAR Protection,21,55,20,30,11,11,75,41,8500,490000,500000,10000000,C_NTRP,99,0,0,0,0,0,1,0,36,0,0,0
TNADB,Personal Accident Rider,Personal Accident Rider,1,C_NTRP,C_NTRP_ADBRider,NPAR,Rider,NPAR Protection,20,55,5,40,5,40,60,25,0,9999999999,100000,5000000,NA,99,99,0,0,1,17,1,0,36,0,0,0
EPFSP,Amsure future secure,Future Secure,1,C_FTSC,C_FTSC,PAR,Plan,Par,1,55,20,20,12,12,75,21,12500,9999999999,150000,20000000,C_FTSC,99,99,0,0,0,0,1,0,36,0,0,0
EPADB,Personal Accident Rider,Personal Accident Rider,1,C_FTSC,C_FTSC_ADBRider,PAR,Rider,Par,1,55,20,20,12,12,60,21,0,9999999999,75000,10000000,NA,99,99,0,0,1,17,1,0,36,0,0,0
VPFSP,Payor Rider (Par) - Future secure,Payor Rider (Par) - Future secure,1,C_FTSC,C_FTSC_Pyr_rider,PAR,Rider,Par,1,55,12,12,12,12,60,21,0,9999999999,0,99999999999,NA,99,99,0,0,1,23,1,0,36,0,0,0
ULMF07,Max Life Maxis 7 Pay,Maxxis,0,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,7,7,70,33,0,9999999999,0,9999999999,UL_MXS,99,1,0,0,0,0,1,0,24,0,0,0
ULMP07,Max Life Maxis 7 Pay Premium,Maxxis,1,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,7,7,70,33,35000,9999999999,0,9999999999,UL_MXS,99,0,0,1,0,0,1,0,24,0,0,0
ULMR07,Max Life Maxis 7 Pay Risk,Maxxis,0,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,7,7,70,33,0,9999999999,350000,9999999999,UL_MXS,99,0,0,0,0,0,1,0,24,0,0,0
ULMF10,Max Life Maxis 10 Pay,Maxxis,0,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,10,10,70,33,0,9999999999,0,9999999999,UL_MXS,99,1,0,0,0,0,1,0,24,0,0,0
ULMP10,Max Life Maxis 10 Pay Premium,Maxxis,1,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,10,10,70,33,35000,9999999999,0,9999999999,UL_MXS,99,0,0,1,0,0,1,0,24,0,0,0
ULMR10,Max Life Maxis 10 Pay Risk,Maxxis,0,UL_MXS,UL_MXS,UL,Plan,UL,18,55,15,15,10,10,70,33,0,9999999999,350000,9999999999,UL_MXS,99,0,0,0,0,0,1,0,24,0,0,0
ULMHAD,Max Life Maxis Pr Driven ADB Rider,Max Life Maxis Pr Driven ADB Rider,1,UGADBR,UGADBR,UL,Rider,UL,20,55,13,15,0,100,100,0,0,9999999999,100000,1000000,UGADBR,99,1,0,0,2,75,1,0,36,0,0,0
ULMHDD,Max Life Maxis DD rider,Max Life Maxis DD rider,1,UGDD_R,UGDD_R,UL,Rider,UL,20,55,13,15,0,100,100,0,0,9999999999,100000,4000000,UGDD_R,99,1,0,0,1,10,1,0,36,0,0,0
ULMT10,Max Life Maxis Top Up 10 pay,Max Life Maxis Top Up 10 pay,1,UL_MXT,UL_MXT,UL,Plan,UL,18,55,15,15,0,10,70,33,5000,9999999999,0,9999999999,UL_MXT,99,0,0,0,0,0,1,0,36,0,0,0
ULMT07,Max Life Maxis Top Up 7 pay,Max Life Maxis Top Up 7 pay,1,UL_MXT,UL_MXT,UL,Plan,UL,18,55,15,15,0,7,70,33,5000,9999999999,0,9999999999,UL_MXT,99,0,0,0,0,0,1,0,36,0,0,0
UPPRPF,Max Life FOREVER YOUNG PENSION PLAN Regular Pay,Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,10,45,75,50,0,9999999999,0,9999999999,UPFYPP,99,1,0,0,0,0,1,0,24,1,0,0
UPPRPP,Max Life FOREVER YOUNG PENSION PLAN Regular Pay (Premium),Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,10,45,75,50,25000,9999999999,0,9999999999,UPFYPP,99,0,0,1,0,0,1,0,24,1,0,0
UPPRPR,Max Life FOREVER YOUNG PENSION PLAN Regular Pay (Risk),Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,10,45,75,50,0,9999999999,26250,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
UPPRPT,Max Life FOREVER YOUNG PENSION PLAN Regular Pay - Top up,Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,10,45,75,50,1000,9999999999,0,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
UPPSRR,Max Life PARTNER CARE RIDER,Max Life PARTNER CARE RIDER,1,UP_PCR,UP_PCR,UL_PENSION,Rider,UL,21,55,5,39,5,39,60,26,0,9999999999,1000,9999999999,UPFYPP,99,1,0,0,1,49,1,0,36,1,0,0
UPPSCF,Max Life FOREVER YOUNG PENSION PLAN Single Pay - POS,Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,0,9999999999,UPFYPP,99,1,0,0,0,0,1,0,24,1,0,0
UPPSCP,Max Life FOREVER YOUNG PENSION PLAN Single Pay - POS - Premium,Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,0,9999999999,UPFYPP,99,0,0,1,0,0,1,0,24,1,0,0
UPPSCR,Max Life FOREVER YOUNG PENSION PLAN Single Pay - POS - Risk,Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,0,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
UPPSCT,Max Life FOREVER YOUNG PENSION PLAN Single Pay - POS - Top up,Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,0,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
UPPSPF,Max Life FOREVER YOUNG PENSION PLAN Single Pay - New Business,Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,0,9999999999,UPFYPP,99,1,0,0,0,0,1,0,24,1,0,0
UPPSPP,Max Life FOREVER YOUNG PENSION PLAN Single Pay - New Business - Premium,Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,100000,9999999999,0,9999999999,UPFYPP,99,0,0,1,0,0,1,0,24,1,0,0
UPPSPR,Max Life FOREVER YOUNG PENSION PLAN Single Pay - New Business - Risk,Forever Young Pension Plan,0,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,0,9999999999,105000,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
UPPSPT,Max Life FOREVER YOUNG PENSION PLAN Single Pay - New Business - Top up,Forever Young Pension Plan,1,UPFYPP,UPFYPP,UL_PENSION,Plan,UL,30,65,10,45,1,1,75,50,1000,9999999999,0,9999999999,UPFYPP,99,0,0,0,0,0,1,0,24,1,0,0
IAL,Max Life Guaranteed Lifetime Income Plan,Immediate Annuity,0,CNAGLP,CNAGLP,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLP,99,1,0,0,0,0,1,0,0,1,0,SP
IALC,Max Life Guaranteed Lifetime Income Plan (Commission),Immediate Annuity,0,CNAGLP,CNAGLP,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLP,99,1,0,0,0,0,1,0,0,1,0,SP
IALJ,Max Life Guaranteed Lifetime Income Plan - Joint Life,Immediate Annuity,0,CNAGLP,CNAGLP,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLP,99,1,0,0,0,0,1,0,0,1,0,SP
IALJC,Max Life Guaranteed Lifetime Income Plan - Joint Life (Commission),Immediate Annuity,0,CNAGLP,CNAGLP,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLP,99,1,0,0,0,0,1,0,0,1,0,SP
IALJRP,Max Life Guaranteed Lifetime Income Plan - Joint Life - ROP,Immediate & Deferred Annuity,0,CNAGLR,CNAGLR,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLR,99,1,0,0,0,0,1,0,0,1,0,SP
IALRJC,Max Life Guaranteed Lifetime Income Plan - Joint Life - ROP(Commission),Immediate & Deferred Annuity,0,CNAGLR,CNAGLR,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLR,99,1,0,0,0,0,1,0,0,1,0,SP
IALROP,Max Life Guaranteed Lifetime Income Plan - ROP,Immediate & Deferred Annuity,0,CNAGLR,CNAGLR,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLR,99,1,0,0,0,0,1,0,0,1,0,SP
IALRPC,Max Life Guaranteed Lifetime Income Plan - ROP (Commission),Immediate & Deferred Annuity,0,CNAGLR,CNAGLR,GenAnn,Plan,NPAR Savings,0,80,0,9999999999,1,1,9999999999,0,0,9999999999,0,9999999999,CNAGLR,99,1,0,0,0,0,1,0,0,1,0,SP
**RPU,Reduced Paid up,RPU,0,C_NRPU,C_NRPU,NPAR,Plan,Par,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,NA,99,0,0,0,0,0,1,0,36,0,0,0
ETETI,Extended Term asurance,ETI,0,C_NETI,C_NETI,NPAR,Plan,Par,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,9999999999,NA,99,0,0,0,0,0,1,0,0,0,0,0
EPFSP2,Max Life Future Secure 2,Future Secure 2,1,C_PFS2,C_PFS2,PAR,Plan,Par,1,55,20,20,12,12,75,21,12500,9999999999,150000,20000000,C_PFS2,99,99,0,0,0,0,1,0,36,1,0,0
EPADB2,Max Life Future Secure 2 Accidental Death Benefit,Max Life Future Secure 2 Accidental Death Benefit,1,C_PFS2,C_PFS2_ADBRider,PAR,Rider,Par,1,55,20,20,12,12,75,21,0,9999999999,0,9999999999,NA,99,99,0,0,2,76,1,0,36,0,0,0
VPFSP2,Max Life Payor Rider Future Secure 2,Max Life Payor Rider Future Secure 2,1,C_PFS2,C_PFS2_Pyr_rider,PAR,Rider,Par,18,60,12,12,12,12,75,21,0,9999999999,0,9999999999,NA,99,99,0,0,2,77,1,0,36,0,0,0
TNPP2,Max Life Platinum Protect II,Platinum Protect 2,1,C_NPP2,C_NPP2,NPAR,Plan,NPAR Protection,18,60,10,30,10,30,75,28,5000,9999999999,2500000,9999999999,C_NPP2,99,0,0,0,0,0,1,0,24,1,0,0
VPLPP,Max Life Payor Rider New,Max Life Payor Rider New,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,5,40,5,40,60,25,0,9999999999,0,9999999999,NA,99,99,0,0,2,78,1,0,36,1,0,0
VPCMB,Max Life Payor Rider New,Max Life Payor Rider New,1,CR_PYR,C_PPYR,PAR,Rider,Par,20,55,5,40,5,40,60,25,0,9999999999,0,9999999999,NA,99,99,0,0,2,79,1,0,36,1,0,0
TNOTP,Max Life Online Term Plan - Sum Assured NC,OTP,1,C_NOTP,C_NOTP,NPAR,Plan,NPAR Protection,18,60,10,35,10,35,70,28,2900,15780000,2500000,1000000000,C_NOTP,99,99,0,0,0,0,1,0,24,1,0,0
TOTPMI,Max Life Online Term Plan - Sum Assured plus Increasing Monthly Income NC,OTP,1,C_NOTP,C_NOTP,NPAR,Plan,NPAR Protection,18,60,10,35,10,35,70,28,2900,15780000,2500000,1000000000,C_NOTP,99,99,0,0,0,0,3,0,24,1,0,0
TOTPM,Max Life Online Term Plan - Sum Assured plus Level Monthly Income NC,OTP,1,C_NOTP,C_NOTP,NPAR,Plan,NPAR Protection,18,60,10,35,10,35,70,28,2900,15780000,2500000,1000000000,C_NOTP,99,99,0,0,0,0,2,0,24,1,0,0
TNPAB,Max Life Comprehensive Accident Benefit Rider NC,Max Life Comprehensive Accident Benefit Rider NC,1,C_NCAB,C_NCAB,NPAR,Rider,NPAR Protection,18,60,10,40,10,40,75,28,31,9999999999,50000,10000000,C_NOTP,99,99,0,0,1,45,1,0,36,1,0,0
LPPS10,Max Life Life Perfect Partner Super - 10 Pay,Life perfect partner super,1,C_LPPS,C_LPPS,PAR,Plan,Par,0,55,20,75,10,10,75,20,8500,9999999999,50000,9999999999,C_LPPS,99,99,0,0,0,0,4,0,24,1,0,0
LPPS15,Max Life Life Perfect Partner Super - 15 Pay,Life perfect partner super,1,C_LPPS,C_LPPS,PAR,Plan,Par,0,50,25,75,15,15,75,25,8500,9999999999,50000,9999999999,C_LPPS,99,99,0,0,0,0,4,0,24,1,0,0
